,names,mass,distance,discovery_year,stellar_magnitude
4755,TOI-421 b,7.17 Earths,244,2020,9.931
4756,TOI-421 c,16.42 Earths,244,2020,9.931
4757,TOI-431 b,3.07 Earths,106,2021,9.12
4758,TOI-431 c,2.83 Earths,106,2021,9.12
4759,TOI-431 d,9.9 Earths,106,2021,9.12
4760,TOI-4329 b,0.45 Jupiters,2339,2022,12.724
4761,TOI-451 b,4.31 Earths,404,2020,10.939
4762,TOI-451 c,9.8 Earths,404,2020,10.939
4763,TOI-451 d,15.6 Earths,404,2020,10.939
4764,TOI-481 b,1.53 Jupiters,585,2020,9.972
4765,TOI-500 b,1.42 Earths,155,2022,10.54
4766,TOI-500 c,5.03 Earths,155,2022,10.54
4767,TOI-500 d,33.12 Earths,155,2022,10.54
4768,TOI-500 e,15.05 Earths,155,2022,10.54
4769,TOI-519 b,14 Jupiters,377,2021,17.35
4770,TOI-530 b,0.4 Jupiters,485,2021,15.403
4771,TOI-532 b,0.1935 Jupiters,441,2021,14.413
4772,TOI-540 b,0.674 Earths,46,2020,14.823
4773,TOI-544 b,4.78 Earths,134,2022,10.777
4774,TOI-558 b,3.61 Jupiters,1313,2021,11.233
4775,TOI-559 b,6.01 Jupiters,761,2021,11.091
4776,TOI-561 b,1.59 Earths,280,2020,10.252
4777,TOI-561 c,5.4 Earths,280,2020,10.252
4778,TOI-561 d,11.95 Earths,280,2020,10.252
4779,TOI-561 e,16 Earths,280,2020,10.252
4780,TOI-561 f,3 Earths,280,2020,10.252
4781,TOI-564 b,1.463 Jupiters,651,2020,11.097
4782,TOI-620 b,13.6 Earths,108,2022,12.262
4783,TOI-628 b,6.33 Jupiters,583,2021,10.112
4784,TOI-640 b,0.88 Jupiters,1116,2021,10.51
4785,TOI-674 b,23.6 Earths,150,2021,14.203
4786,TOI-677 b,1.236 Jupiters,463,2020,9.822
4787,TOI-700 b,1.11 Earths,102,2020,13.151
4788,TOI-700 c,7.51 Earths,102,2020,13.151
4789,TOI-700 d,1.57 Earths,102,2020,13.151
4790,TOI-763 b,9.79 Earths,310,2020,10.265
4791,TOI-763 c,9.32 Earths,310,2020,10.265
4792,TOI-776 b,4 Earths,89,2020,11.536
4793,TOI-776 c,5.3 Earths,89,2020,11.536
4794,TOI-813 b,36.4 Earths,858,2020,10.358
4795,TOI-824 b,18.467 Earths,209,2020,11.314
4796,TOI-833 b,2.15 Earths,136,2022,11.724
4797,TOI-837 b,1.2 Jupiters,465,2020,10.635
4798,TOI-849 b,39.09 Earths,736,2020,11.981
4799,TOI-892 b,0.95 Jupiters,1111,2020,11.43
4800,TOI-905 b,0.667 Jupiters,518,2020,11.08
4801,TOI-942 b,2.6 Jupiters,498,2020,11.982
4802,TOI-942 c,2.5 Jupiters,498,2020,11.982
4803,TOI-954 b,0.174 Jupiters,779,2020,10.343
4804,TRAPPIST-1 b,1.374 Earths,41,2016,17.02
4805,TRAPPIST-1 c,1.308 Earths,41,2016,17.02
4806,TRAPPIST-1 d,0.388 Earths,41,2016,17.02
4807,TRAPPIST-1 e,0.692 Earths,41,2017,17.02
4808,TRAPPIST-1 f,1.039 Earths,41,2017,17.02
4809,TRAPPIST-1 g,1.321 Earths,41,2017,17.02
4810,TRAPPIST-1 h,0.326 Earths,41,2017,17.02
4811,TrES-1 b,0.84 Jupiters,521,2004,11.424
4812,TrES-2 b,1.49 Jupiters,702,2006,11.254
4813,TrES-3 b,1.91 Jupiters,755,2007,12.362
4814,TrES-4 b,0.78 Jupiters,1683,2007,11.932
4815,TrES-5 b,1.79 Jupiters,1175,2011,13.677
4816,TYC 0434-04538-1 b,6.1 Jupiters,2001,2021,10.247
4817,TYC 1422-614-1 b,2.5 Jupiters,2193,2014,10.193
4818,TYC 1422-614-1 c,10 Jupiters,2193,2014,10.193
4819,TYC 2187-512-1 b,0.33 Jupiters,50,2022,10.58
4820,TYC 3318-01333-1 b,3.42 Jupiters,1600,2018,9.901
4821,TYC 3667-1280-1 b,5.4 Jupiters,1558,2016,9.856
4822,TYC 4282-00605-1 b,10.78 Jupiters,1514,2017,10.465
4823,TYC 8998-760-1 b,14 Jupiters,309,2020,11.124
4824,TYC 8998-760-1 c,6 Jupiters,309,2020,11.124
4825,UKIRT-2017-BLG-001L b,1.28 Jupiters,20551,2018,
4826,Upsilon Andromedae b,0.6876 Jupiters,44,1996,4.09565
4827,Upsilon Andromedae c,13.98 Jupiters,44,1999,4.09565
4828,Upsilon Andromedae d,10.25 Jupiters,44,1999,4.09565
4829,Upsilon Leonis b,0.51 Jupiters,172,2021,4.3049
4830,USco1556 b,15 Jupiters,459,2019,15.36
4831,USco1621 b,16 Jupiters,450,2019,15.543
4832,USco CTIO 108 b,14 Jupiters,470,2008,17.4229
4833,UZ Fornacis b,6.3 Jupiters,782,2011,16.7753
4834,UZ Fornacis c,7.7 Jupiters,782,2011,16.7753
4835,V0391 Pegasi b,3.2 Jupiters,3901,2007,14.769
4836,V1298 Tauri b,0.236 Jupiters,353,2019,10.115
4837,V1298 Tauri c,26.7 Earths,353,2019,10.115
4838,V1298 Tauri d,33.6 Earths,353,2019,10.115
4839,V1298 Tauri e,0.179 Jupiters,353,2019,10.115
4840,V830 Tauri b,0.7 Jupiters,424,2016,12.23
4841,VHS J125601.92-125723.9 b,11.2 Jupiters,41,2015,17.73
4842,WASP-100 b,1.26 Jupiters,1189,2014,10.798
4843,WASP-101 b,0.51 Jupiters,656,2014,10.336
